,Data_No,Differential_pressure,Flow_rate,Time,Dust_feed,Dust,RUL
32,1,0.0,0.0,3.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",64.95499999999996
33,1,0.0,0.0,3.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",64.95499999999996
34,1,0.0,0.0,3.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",64.95499999999996
35,1,0.0,0.0,3.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",64.95499999999996
36,1,0.0,0.0,3.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",64.95499999999996
37,1,0.0,0.0,3.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",64.95499999999996
38,1,0.0,9.69897039167947,3.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",64.95499999999996
39,1,0.0,25.1668466277442,4.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",64.95499999999996
40,1,0.0,30.098737006604,4.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",65.16899999999995
41,1,0.0,33.0000529718712,4.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",65.16799999999995
42,1,0.0,37.6540820873195,4.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",65.22599999999994
43,1,0.0,40.3778037965887,4.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",65.28699999999995
44,1,0.0,43.1268192754309,4.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",65.34899999999995
45,1,0.0,35.0923181872858,4.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",65.34599999999996
46,1,0.0,45.4984905083996,4.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",65.34199999999996
47,1,0.0,47.0131074065094,4.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",65.34099999999995
48,1,0.0,47.3991128415003,4.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",65.33899999999996
49,1,0.0,49.5328095630764,5.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",65.53699999999995
50,1,0.0,50.4285464696899,5.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",65.67199999999995
51,1,0.2712674,50.7102639832233,5.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",57.59499999999999
52,1,0.2712674,50.7309404029865,5.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",57.58199999999998
53,1,1.537182,51.8270143304334,5.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",56.10500000000001
54,1,1.537182,54.1435272850569,5.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",55.557000000000016
55,1,1.537182,54.5182551332273,5.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",55.54200000000001
56,1,1.537182,54.6587812427201,5.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",55.50400000000001
57,1,3.345631,54.7805620938037,5.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",55.43100000000001
58,1,5.244502,54.5744655770244,5.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",53.995000000000026
59,1,5.244502,54.5744655770244,6.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",53.91300000000004
60,1,6.419994,54.9117155740918,6.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",53.00000000000006
61,1,6.872107,54.7899347230082,6.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.998000000000076
62,1,6.510417,55.0241491274011,6.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.88500000000005
63,1,6.510417,54.7993073522128,6.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.862000000000045
64,1,6.510417,54.8555177960099,6.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.84200000000004
65,1,6.781684,54.7337242792111,6.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.70700000000004
66,1,7.052951,54.892995647113,6.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.46800000000004
67,1,6.510417,55.2558869564017,6.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.307000000000016
68,1,7.143374,55.0335090908906,6.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.24500000000002
69,1,7.143374,55.0241491274011,7.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.23200000000001
70,1,8.409288,55.0616143127891,7.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.93000000000001
71,1,8.409288,54.986671276298,7.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.813999999999986
72,1,10.21774,55.1664673152923,7.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.75999999999999
73,1,10.30816,55.0709869419937,7.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.727
74,1,8.409288,54.8836103521933,7.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.628
75,1,8.409288,54.9585660543995,7.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.37900000000001
76,1,9.042245,54.892995647113,7.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.327
77,1,9.042245,54.5838255405139,7.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.295999999999985
78,1,9.042245,55.1962738623288,7.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.25699999999998
79,1,7.143374,55.1366607682558,8.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.29800000000001
80,1,7.143374,55.0241491274011,8.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.22800000000001
81,1,7.324219,54.9679260178889,8.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.16300000000003
82,1,8.499711,54.986671276298,8.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.975999999999985
83,1,8.590133,55.0897195346876,8.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.93299999999997
84,1,9.22309,54.7899347230082,8.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.68399999999999
85,1,8.590133,55.0709869419937,8.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.58199999999998
86,1,8.590133,55.0428817200951,8.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.474999999999994
87,1,8.590133,54.9117155740918,8.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.367999999999974
88,1,5.425347,54.8086673157022,8.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.684000000000005
89,1,5.425347,55.005403868992,9.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.59200000000001
90,1,4.340278,55.4247862454673,9.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",54.136000000000024
91,1,3.888165,55.1962738623288,9.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",54.08300000000003
92,1,5.425347,55.2161538486352,9.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.25900000000001
93,1,6.691262,54.7805620938037,9.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.916
94,1,8.951823,55.0241491274011,9.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.71299999999997
95,1,9.22309,55.1764073084455,9.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.564000000000014
96,1,9.22309,55.4744727788103,9.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.53700000000001
97,1,7.324219,55.0709869419937,9.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.53500000000004
98,1,8.590133,55.3055734897446,9.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.123000000000005
99,1,7.324219,54.7993073522128,10.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.19400000000002
100,1,9.22309,55.1764073084455,10.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.89800000000001
101,1,9.22309,54.8180399449068,10.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.878
102,1,7.233796,54.7243516500066,10.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.97099999999998
103,1,7.233796,55.3552465906644,10.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.89899999999997
104,1,7.324219,55.0616143127891,10.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.71599999999998
105,1,7.324219,55.4247862454673,10.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.58699999999999
106,1,8.590133,55.0709869419937,10.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.412000000000035
107,1,8.590133,55.1764073084455,10.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.29
108,1,9.22309,54.9210882032964,10.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.177000000000014
109,1,12.29745,55.0709869419937,11.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.058000000000014
110,1,11.75492,54.9304608325009,11.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.874000000000024
111,1,11.75492,55.2161538486352,11.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.79900000000002
112,1,11.6645,55.146600761409,11.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.691999999999986
113,1,11.6645,55.146600761409,11.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.64900000000001
114,1,11.6645,54.7524568719051,11.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.54800000000001
115,1,11.6645,54.9210882032964,11.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.42100000000003
116,1,10.489,55.3552465906644,11.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.492000000000054
117,1,15.46224,55.583758973803,11.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.33400000000002
118,1,11.6645,55.2459603956717,11.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.311000000000014
119,1,9.22309,55.3055734897446,12.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.41200000000001
120,1,10.489,55.6234920815695,12.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.389000000000024
121,1,11.6645,55.0803595711982,12.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.27600000000001
122,1,12.29745,55.2757669427081,12.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.69000000000005
123,1,9.22309,54.8555177960099,12.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.71800000000004
124,1,9.22309,54.8648904252144,12.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.38300000000003
125,1,10.489,55.005403868992,12.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.31000000000004
126,1,10.489,55.005403868992,12.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.305000000000035
127,1,10.489,55.3155000504747,12.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.26400000000002
128,1,8.590133,55.3949796984309,12.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.27000000000001
129,1,8.590133,55.2956334965914,13.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.242
130,1,9.22309,55.3353800367811,13.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.10900000000002
131,1,9.22309,55.2260804093652,13.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.07900000000002
132,1,9.22309,54.9117155740918,13.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.93399999999999
133,1,7.866754,55.464532785657,13.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.85900000000001
134,1,9.22309,55.3055734897446,13.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.78499999999999
135,1,6.691262,55.2260804093652,13.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.84399999999998
136,1,7.324219,55.146600761409,13.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.762999999999984
137,1,6.872107,54.9117155740918,13.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.64199999999997
138,1,7.233796,54.6775138354141,13.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.58999999999998
139,1,8.590133,54.9398207959904,14.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.317
140,1,12.29745,55.3751131445476,14.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.06500000000001
141,1,9.22309,54.9117155740918,14.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.192
142,1,9.494357,55.6334320747227,14.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.111
143,1,10.489,54.7993073522128,14.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.051
144,1,10.489,55.1084647930968,14.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.982
145,1,11.75492,55.3353800367811,14.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.760999999999996
146,1,11.6645,55.3453065975111,14.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.69999999999998
147,1,13.56337,55.4545927925038,14.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.520999999999965
148,1,9.22309,55.1565407545622,14.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.58399999999997
149,1,7.324219,54.892995647113,15.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.66099999999999
150,1,10.489,54.6868864646186,15.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.41900000000001
151,1,11.6645,55.005403868992,15.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.27600000000001
152,1,9.22309,54.9117155740918,15.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.23399999999998
153,1,9.22309,54.986671276298,15.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.149999999999984
154,1,10.489,55.0990794981771,15.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.09699999999999
155,1,10.489,55.3254400436279,15.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.90700000000001
156,1,7.324219,55.4446662317738,15.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.003
157,1,8.590133,55.3651731513944,15.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.70099999999998
158,1,9.22309,54.8367725376008,15.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.66999999999998
159,1,11.75492,55.2658269495549,16.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.45199999999999
160,1,16.72815,55.4247862454673,16.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.28300000000003
161,1,15.46224,55.3751131445476,16.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.19400000000003
162,1,18.08449,55.0241491274011,16.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.17700000000003
163,1,22.06308,55.206213855482,16.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.48900000000003
164,1,28.75434,55.3949796984309,16.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.07599999999996
165,1,26.85547,54.8461451668053,16.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.05599999999997
166,1,22.51519,55.2956334965914,16.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.31100000000003
167,1,21.97266,55.1664673152923,16.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.27000000000004
168,1,22.42477,55.0428817200951,16.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.29400000000003
169,1,20.5259,55.2658269495549,17.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.30300000000005
170,1,19.25998,55.0522543492997,17.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.35600000000005
171,1,20.5259,55.2658269495549,17.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.233000000000054
172,1,19.25998,55.0616143127891,17.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.26400000000005
173,1,18.62703,55.3453065975111,17.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.30600000000005
174,1,17.36111,54.8836103521933,17.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.170000000000016
175,1,14.19633,54.9398207959904,17.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.179000000000016
176,1,16.72815,54.8555177960099,17.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.12000000000002
177,1,17.36111,55.5142058865768,17.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.08000000000002
178,1,15.46224,55.1863473015987,17.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.99500000000002
179,1,17.36111,55.3055734897446,18.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.877000000000024
180,1,17.36111,55.3552465906644,18.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.85200000000002
181,1,18.62703,54.6868864646186,18.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.710000000000036
182,1,18.5366,55.146600761409,18.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.710000000000036
183,1,19.25998,55.0709869419937,18.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.39
184,1,17.36111,54.9398207959904,18.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.60599999999997
185,1,16.72815,55.0241491274011,18.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.58199999999998
186,1,16.72815,54.7243516500066,18.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.54899999999998
187,1,14.55802,55.146600761409,18.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.548999999999985
188,1,14.1059,55.0990794981771,18.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.54099999999998
189,1,15.46224,55.7427182697154,19.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.53599999999997
190,1,19.25998,55.206213855482,19.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.21499999999998
191,1,20.16421,55.3055734897446,19.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.09099999999999
192,1,20.5259,55.4446662317738,19.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.08699999999999
193,1,20.5259,55.5142058865768,19.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.08699999999999
194,1,17.36111,55.2856935034382,19.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.53699999999998
195,1,17.36111,55.4049196915841,19.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.53699999999998
196,1,18.62703,55.464532785657,19.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.380999999999986
197,1,19.25998,55.0335090908906,19.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.18799999999998
198,1,19.25998,55.1962738623288,19.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.18799999999998
199,1,22.42477,55.2856935034382,20.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.96700000000001
200,1,21.70139,55.2956334965914,20.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.88300000000001
201,1,22.42477,54.986671276298,20.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.93500000000002
202,1,22.42477,54.7056190573126,20.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.93500000000002
203,1,22.42477,55.4744727788103,20.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.908000000000015
204,1,27.48843,55.206213855482,20.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.52699999999997
205,1,23.69068,55.2459603956717,20.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.54800000000001
206,1,26.85547,55.2757669427081,20.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.36099999999998
207,1,24.32364,55.4049196915841,20.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.460999999999984
208,1,25.58955,55.5142058865768,20.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.316999999999986
209,1,24.32364,55.3254400436279,21.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.06899999999999
210,1,26.85547,54.892995647113,21.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37.84399999999998
211,1,25.58955,55.1764073084455,21.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37.836999999999996
212,1,25.58955,55.4148596847373,21.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37.82299999999999
213,1,25.58955,55.2161538486352,21.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37.711999999999975
214,1,23.32899,55.0990794981771,21.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.887000000000015
215,1,22.51519,55.3651731513944,21.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.78300000000001
216,1,23.69068,55.0803595711982,21.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37.356999999999964
217,1,20.5259,54.9398207959904,21.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.92299999999998
218,1,18.62703,54.892995647113,21.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.26799999999999
219,1,19.16956,54.8180399449068,22.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.26399999999999
220,1,18.62703,55.0803595711982,22.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.26399999999999
221,1,19.25998,55.52414587973,22.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.043999999999976
222,1,19.16956,55.3751131445476,22.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.23699999999999
223,1,28.75434,55.3751131445476,22.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.64999999999997
224,1,28.75434,55.1178247565862,22.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.53099999999998
225,1,27.48843,55.1366607682558,22.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.40699999999999
226,1,23.69068,55.1366607682558,22.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.305999999999976
227,1,22.42477,55.0522543492997,22.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.632000000000005
228,1,24.32364,55.4943393326935,22.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.18399999999995
229,1,25.58955,55.4247862454673,23.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.15199999999996
230,1,32.46166,55.3055734897446,23.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.09999999999995
231,1,28.75434,55.4843993395403,23.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.94999999999995
232,1,28.75434,55.1962738623288,23.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.85599999999996
233,1,28.66392,55.005403868992,23.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.75499999999996
234,1,28.75434,55.146600761409,23.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.60499999999999
235,1,28.75434,55.0803595711982,23.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.55099999999999
236,1,28.75434,55.0428817200951,23.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.474
237,1,28.75434,55.4247862454673,23.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.43299999999998
238,1,26.85547,55.7029851619489,23.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.370999999999974
239,1,26.22251,55.464532785657,24.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.35899999999998
240,1,25.40871,55.583758973803,24.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.35899999999998
241,1,23.69068,55.1764073084455,24.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.159
242,1,25.58955,54.9304608325009,24.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",34.894
243,1,28.75434,55.0990794981771,24.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",34.707000000000015
244,1,26.85547,55.3751131445476,24.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",34.69600000000002
