Data_No,Differential_pressure,Flow_rate,Time,Dust_feed,Dust,RUL
1,5.787037,55.9811706460072,2.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",56.7
1,5.787037,55.9613040921239,2.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",56.6
1,5.787037,56.289162677102,2.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",56.5
1,5.787037,56.2593561300655,2.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",56.4
1,5.787037,56.289162677102,2.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",56.3
1,5.696614,56.7064543356127,2.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",56.2
1,6.329571,56.2991026702552,2.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",56.1
1,6.329571,56.1898164752626,3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",56
1,5.967882,56.4083888652479,3.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",55.9
1,5.967882,56.0904568409999,3.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",55.8
1,4.701968,56.3189692241385,3.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",55.7
1,5.87746,56.0606502939634,3.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",55.6
1,5.967882,56.1898164752626,3.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",55.5
1,6.510417,56.2991026702552,3.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",55.4
1,5.967882,56.3388492104449,3.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",55.3
1,6.600839,56.3785823182115,3.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",55.2
1,6.600839,56.1103368273063,3.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",55.1
1,6.600839,56.4680019593209,4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",55
1,6.600839,56.2991026702552,4.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",54.9
1,6.600839,56.1699364889561,4.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",54.8
1,7.866754,56.4083888652479,4.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",54.7
1,6.510417,56.3885223113647,4.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",54.6
1,6.600839,56.0308437469269,4.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",54.5
1,5.967882,56.1202633880364,4.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",54.4
1,6.600839,56.1997430359926,4.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",54.3
1,7.866754,56.1401433743428,4.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",54.2
1,7.866754,56.2991026702552,4.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",54.1
1,7.866754,56.4978085063574,5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",54
1,7.776331,56.1401433743428,5.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",53.9
1,7.776331,55.842077903978,5.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",53.8
1,7.776331,56.4878819456273,5.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",53.7
1,5.87746,56.1202633880364,5.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",53.6
1,5.967882,56.3984488720947,5.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",53.5
1,5.967882,56.3686557574814,5.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",53.4
1,5.967882,56.1600099282261,5.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",53.3
1,5.967882,56.2991026702552,5.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",53.2
1,7.866754,56.2394895761823,5.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",53.1
1,6.600839,56.8256805237586,6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",53
1,5.967882,56.0904568409999,6.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.9
1,6.600839,55.9811706460072,6.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.8
1,5.967882,56.1699364889561,6.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.7
1,5.967882,55.901690998051,6.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.6
1,6.600839,56.0308437469269,6.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.5
1,4.701968,55.7228517158321,6.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.4
1,5.967882,56.1997430359926,6.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.3
1,6.600839,56.4183288584011,6.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.2
1,6.058305,56.5077484995106,6.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52.1
1,5.425347,56.219623022299,7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",52
1,4.701968,56.2692961232188,7.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.9
1,5.967882,56.666707795423,7.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.8
1,5.967882,55.8222113500948,7.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.7
1,4.611545,55.9314975450875,7.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.6
1,2.803096,56.219623022299,7.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.5
1,2.803096,56.0507237332334,7.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.4
1,13.47295,56.0209171861969,7.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.3
1,9.675202,56.0606502939634,7.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.2
1,7.866754,56.1798764821093,7.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51.1
1,7.866754,55.8321379108248,8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",51
1,8.499711,56.2593561300655,8.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.9
1,7.776331,56.1997430359926,8.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.8
1,5.967882,56.4580753985908,8.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.7
1,4.701968,56.3984488720947,8.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.6
1,8.499711,56.2692961232188,8.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.5
1,7.866754,56.1600099282261,8.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.4
1,11.57407,56.4282554191312,8.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.3
1,9.765625,56.3388492104449,8.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.2
1,14.73886,56.219623022299,8.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50.1
1,14.73886,56.3388492104449,9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",50
1,8.499711,56.59716814062,9.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.9
1,5.967882,56.4779419524741,9.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.8
1,7.866754,56.5077484995106,9.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.7
1,7.866754,56.3686557574814,9.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.6
1,7.866754,56.2991026702552,9.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.5
1,6.600839,56.3686557574814,9.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.4
1,7.866754,56.4878819456273,9.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.3
1,8.318866,56.2494295693355,9.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.2
1,8.499711,56.0109771930437,9.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49.1
1,8.590133,56.0209171861969,10,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",49
1,13.47295,56.4680019593209,10.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.9
1,16.00477,56.3885223113647,10.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.8
1,11.57407,56.1500699350728,10.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.7
1,11.57407,56.4381954122844,10.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.6
1,10.94112,56.7660674296856,10.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.5
1,10.94112,56.5872281474668,10.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.4
1,9.675202,56.3388492104449,10.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.3
1,6.510417,56.1699364889561,10.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.2
1,6.600839,55.971230652854,10.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48.1
1,9.765625,56.5474816072771,11,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",48
1,7.776331,56.3785823182115,11.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.9
1,7.866754,56.1997430359926,11.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.8
1,7.866754,56.1401433743428,11.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.7
1,7.866754,56.0308437469269,11.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.6
1,7.866754,55.8023313637883,11.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.5
1,8.499711,56.279236116372,11.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.4
1,8.499711,55.8619444578613,11.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.3
1,8.499711,56.4680019593209,11.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.2
1,5.967882,56.0904568409999,11.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47.1
1,2.803096,56.4381954122844,12,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",47
1,2.803096,56.1500699350728,12.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.9
1,4.701968,56.219623022299,12.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.8
1,4.701968,56.3686557574814,12.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.7
1,3.888165,56.656781234693,12.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.6
1,2.712674,55.842077903978,12.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.5
1,0,56.2394895761823,12.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.4
1,5.967882,56.1898164752626,12.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.3
1,6.148726,56.2494295693355,12.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.2
1,6.148726,56.7759939904157,12.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46.1
1,11.57407,56.0010371998905,13,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",46
1,10.94112,55.9811706460072,13.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.9
1,13.47295,56.3090426634085,13.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.8
1,12.83999,56.3686557574814,13.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.7
1,9.765625,56.5673615935835,13.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.6
1,9.675202,56.4282554191312,13.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.5
1,10.94112,56.1302033811896,13.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.4
1,11.57407,56.4083888652479,13.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.3
1,9.765625,56.4083888652479,13.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.2
1,8.409288,56.4481354054376,13.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45.1
1,7.866754,56.0805302802699,14,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",45
1,11.03154,56.4580753985908,14.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.9
1,12.83999,56.8157405306054,14.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.8
1,14.73886,56.0904568409999,14.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.7
1,16.63773,56.4282554191312,14.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.6
1,18.5366,56.60709470135,14.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.5
1,17.90365,56.2394895761823,14.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.4
1,14.73886,56.1401433743428,14.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.3
1,14.73886,56.1997430359926,14.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.2
1,15.19097,55.7228517158321,14.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44.1
1,16.00477,56.0606502939634,15,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",44
1,14.73886,56.3885223113647,15.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.9
1,14.73886,56.5474816072771,15.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.8
1,12.83999,56.5276150533938,15.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.7
1,16.00477,56.2692961232188,15.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.6
1,17.90365,56.4779419524741,15.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.5
1,18.5366,56.4481354054376,15.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.4
1,17.90365,56.3885223113647,15.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.3
1,17.90365,56.0407837400802,15.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.2
1,18.5366,56.5673615935835,15.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43.1
1,16.00477,56.4878819456273,16,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",43
1,13.47295,56.1997430359926,16.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.9
1,16.63773,56.5176750602406,16.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.8
1,17.90365,56.3885223113647,16.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.7
1,12.83999,56.6468412415398,16.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.6
1,12.83999,56.5276150533938,16.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.5
1,9.765625,56.2692961232188,16.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.4
1,14.73886,56.5077484995106,16.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.3
1,16.63773,56.348775771175,16.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.2
1,16.63773,56.0308437469269,16.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42.1
1,19.71209,56.3189692241385,17,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",42
1,19.80252,56.3885223113647,17.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.9
1,20.5259,56.1103368273063,17.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.8
1,23.60026,56.2394895761823,17.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.7
1,24.77575,56.4083888652479,17.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.6
1,23.60026,56.3686557574814,17.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.5
1,23.41941,56.289162677102,17.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.4
1,22.87688,56.5276150533938,17.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.3
1,23.60026,56.219623022299,17.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.2
1,23.60026,56.0904568409999,17.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41.1
1,23.60026,56.1401433743428,18,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",41
1,21.70139,56.0805302802699,18.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.9
1,21.70139,56.3885223113647,18.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.8
1,28.5735,56.5077484995106,18.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.7
1,26.76505,56.4282554191312,18.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.6
1,21.70139,56.0805302802699,18.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.5
1,21.70139,56.1699364889561,18.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.4
1,26.13209,56.2096830291458,18.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.3
1,19.80252,56.4878819456273,18.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.2
1,26.13209,56.4978085063574,18.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40.1
1,26.13209,56.2593561300655,19,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",40
1,26.13209,56.4978085063574,19.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",39.9
1,26.13209,56.4282554191312,19.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",39.8
1,26.13209,56.2394895761823,19.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",39.7
1,26.76505,56.289162677102,19.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",39.6
1,29.83941,56.1500699350728,19.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",39.5
1,29.11603,56.3984488720947,19.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",39.4
1,28.84476,56.6170346945033,19.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",39.3
1,29.83941,56.2593561300655,19.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",39.2
1,31.73828,56.4878819456273,19.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",39.1
1,31.73828,56.2593561300655,20,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",39
1,31.37659,56.3189692241385,20.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.9
1,29.92983,56.4878819456273,20.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.8
1,26.67463,55.9314975450875,20.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.7
1,29.92983,55.8122713569416,20.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.6
1,26.5842,55.7129117226789,20.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.5
1,26.04167,56.1103368273063,20.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.4
1,27.94054,56.1302033811896,20.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.3
1,26.76505,55.9911106391604,20.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.2
1,26.76505,56.1202633880364,20.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38.1
1,29.92983,56.3388492104449,21,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",38
1,31.73828,56.3289092172917,21.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37.9
1,33.0042,56.3587157643282,21.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37.8
1,34.90307,55.8122713569416,21.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37.7
1,36.80194,56.3090426634085,21.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37.6
1,34.90307,56.4381954122844,21.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37.5
1,36.16898,56.3984488720947,21.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37.4
1,36.16898,55.9314975450875,21.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37.3
1,31.10532,56.0308437469269,21.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37.2
1,31.19575,56.1401433743428,21.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37.1
1,29.92983,56.2394895761823,22,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",37
1,35.17434,56.219623022299,22.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.9
1,38.15828,55.7526582628686,22.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.8
1,33.63715,56.1798764821093,22.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.7
1,31.8287,56.0904568409999,22.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.6
1,34.81264,55.8917510048978,22.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.5
1,36.44025,56.1898164752626,22.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.4
1,34.90307,56.1699364889561,22.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.3
1,34.90307,56.0010371998905,22.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.2
1,36.16898,56.1202633880364,22.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36.1
1,41.77517,56.4083888652479,23,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",36
1,46.83883,55.5042793258468,23.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.9
1,43.67405,56.1202633880364,23.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.8
1,43.04109,55.8321379108248,23.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.7
1,43.04109,56.279236116372,23.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.6
1,43.04109,56.2692961232188,23.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.5
1,43.04109,55.9513640989707,23.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.4
1,46.83883,55.9613040921239,23.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.3
1,46.83883,55.8321379108248,23.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.2
1,51.81207,55.901690998051,23.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35.1
1,46.83883,56.0507237332334,24,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",35
1,41.77517,55.9414241058175,24.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",34.9
1,43.67405,55.8222113500948,24.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",34.8
1,43.67405,55.9314975450875,24.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",34.7
1,46.83883,56.0606502939634,24.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",34.6
1,41.86559,55.9811706460072,24.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",34.5
1,38.70081,56.1401433743428,24.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",34.4
1,41.23264,56.0606502939634,24.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",34.3
1,39.96672,56.1898164752626,24.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",34.2
1,41.23264,56.348775771175,24.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",34.1
1,42.31771,56.3090426634085,25,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",34
1,43.13151,56.2394895761823,25.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",33.9
1,43.04109,56.3388492104449,25.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",33.8
1,46.20588,56.1103368273063,25.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",33.7
1,46.20588,56.1997430359926,25.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",33.6
1,46.83883,56.0109771930437,25.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",33.5
1,50.00362,56.0109771930437,25.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",33.4
1,53.07798,55.971230652854,25.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",33.3
1,50.00362,55.9116309912042,25.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",33.2
1,51.26953,56.3785823182115,25.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",33.1
1,51.90249,56.279236116372,26,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",33
1,51.90249,55.5440124336133,26.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",32.9
1,55.06727,55.9911106391604,26.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",32.8
1,56.87572,55.7924048030583,26.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",32.7
1,53.71094,55.6234920815695,26.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",32.6
1,58.77459,56.0407837400802,26.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",32.5
1,60.67347,56.0209171861969,26.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",32.4
1,60.67347,55.8023313637883,26.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",32.3
1,61.48727,56.1500699350728,26.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",32.2
1,61.84896,55.9513640989707,26.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",32.1
1,61.84896,55.9414241058175,27,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",32
